in	Tikrit	.	</s>	</s>	ADP	PROPN	PUNCT
<s>	<s>	His	mother	was	<s>	<s>	PRON
<s>	His	mother	was	also	<s>	PRON	NOUN
His	mother	was	also	killed	PRON	NOUN	AUX
mother	was	also	killed	in	NOUN	AUX	ADV
was	also	killed	in	the	AUX	ADV	VERB
also	killed	in	the	attack	ADV	VERB	ADP
killed	in	the	attack	.	VERB	ADP	DET
in	the	attack	.	</s>	ADP	DET	NOUN
the	attack	.	</s>	</s>	DET	NOUN	PUNCT
<s>	<s>	Two	other	Dulaim	<s>	<s>	NUM
<s>	Two	other	Dulaim	leaders	<s>	NUM	ADJ
Two	other	Dulaim	leaders	have	NUM	ADJ	PROPN
other	Dulaim	leaders	have	been	ADJ	PROPN	NOUN
Dulaim	leaders	have	been	killed	PROPN	NOUN	AUX
leaders	have	been	killed	in	NOUN	AUX	AUX
have	been	killed	in	the	AUX	AUX	VERB
been	killed	in	the	past	AUX	VERB	ADP
killed	in	the	past	week	VERB	ADP	DET
in	the	past	week	and	ADP	DET	ADJ
the	past	week	and	a	DET	ADJ	NOUN
past	week	and	a	half	ADJ	NOUN	CCONJ
week	and	a	half	.	NOUN	CCONJ	DET
and	a	half	.	</s>	CCONJ	DET	NOUN
a	half	.	</s>	</s>	DET	NOUN	PUNCT
<s>	<s>	Guerrillas	near	Hawijah	<s>	<s>	NOUN
<s>	Guerrillas	near	Hawijah	launched	<s>	NOUN	ADP
Guerrillas	near	Hawijah	launched	an	NOUN	ADP	PROPN
near	Hawijah	launched	an	attack	ADP	PROPN	VERB
Hawijah	launched	an	attack	that	PROPN	VERB	DET
launched	an	attack	that	left	VERB	DET	NOUN
an	attack	that	left	6	DET	NOUN	PRON
attack	that	left	6	dead	NOUN	PRON	VERB
that	left	6	dead	,	PRON	VERB	NUM
left	6	dead	,	including	VERB	NUM	ADJ
6	dead	,	including	4	NUM	ADJ	PUNCT
dead	,	including	4	Iraqi	ADJ	PUNCT	VERB
,	including	4	Iraqi	soldiers	PUNCT	VERB	NUM
including	4	Iraqi	soldiers	.	VERB	NUM	ADJ
4	Iraqi	soldiers	.	</s>	NUM	ADJ	NOUN
Iraqi	soldiers	.	</s>	</s>	ADJ	NOUN	PUNCT
<s>	<s>	One	of	them	<s>	<s>	NUM
<s>	One	of	them	was	<s>	NUM	ADP
One	of	them	was	from	NUM	ADP	PRON
of	them	was	from	the	ADP	PRON	AUX
them	was	from	the	Jubur	PRON	AUX	ADP
was	from	the	Jubur	tribe	AUX	ADP	DET
from	the	Jubur	tribe	and	ADP	DET	PROPN
the	Jubur	tribe	and	was	DET	PROPN	NOUN
Jubur	tribe	and	was	deputy	PROPN	NOUN	CCONJ
tribe	and	was	deputy	commander	NOUN	CCONJ	AUX
and	was	deputy	commander	of	CCONJ	AUX	NOUN
was	deputy	commander	of	the	AUX	NOUN	NOUN
deputy	commander	of	the	Hawijah	NOUN	NOUN	ADP
commander	of	the	Hawijah	garrison	NOUN	ADP	DET
of	the	Hawijah	garrison	.	ADP	DET	PROPN
the	Hawijah	garrison	.	</s>	DET	PROPN	NOUN
Hawijah	garrison	.	</s>	</s>	PROPN	NOUN	PUNCT
<s>	<s>	Two	hundred	members	<s>	<s>	NUM
<s>	Two	hundred	members	of	<s>	NUM	NUM
Two	hundred	members	of	the	NUM	NUM	NOUN
hundred	members	of	the	Batawi	NUM	NOUN	ADP
members	of	the	Batawi	clan	NOUN	ADP	DET
of	the	Batawi	clan	of	ADP	DET	PROPN
the	Batawi	clan	of	the	DET	PROPN	NOUN
Batawi	clan	of	the	Dulaim	PROPN	NOUN	ADP
clan	of	the	Dulaim	demonstrated	NOUN	ADP	DET
of	the	Dulaim	demonstrated	in	ADP	DET	PROPN
the	Dulaim	demonstrated	in	Baghdad	DET	PROPN	VERB
Dulaim	demonstrated	in	Baghdad	on	PROPN	VERB	ADP
demonstrated	in	Baghdad	on	Friday	VERB	ADP	PROPN
in	Baghdad	on	Friday	,	ADP	PROPN	ADP
Baghdad	on	Friday	,	protesting	PROPN	ADP	PROPN
on	Friday	,	protesting	the	ADP	PROPN	PUNCT
Friday	,	protesting	the	killing	PROPN	PUNCT	VERB
,	protesting	the	killing	of	PUNCT	VERB	DET
protesting	the	killing	of	their	VERB	DET	NOUN
the	killing	of	their	clan	DET	NOUN	ADP
killing	of	their	clan	elder	NOUN	ADP	PRON
of	their	clan	elder	,	ADP	PRON	NOUN
their	clan	elder	,	Shaikh	PRON	NOUN	NOUN
clan	elder	,	Shaikh	Kadhim	NOUN	NOUN	PUNCT
elder	,	Shaikh	Kadhim	Sarhid	NOUN	PUNCT	PROPN
,	Shaikh	Kadhim	Sarhid	and	PUNCT	PROPN	PROPN
Shaikh	Kadhim	Sarhid	and	4	PROPN	PROPN	PROPN
Kadhim	Sarhid	and	4	of	PROPN	PROPN	CCONJ
Sarhid	and	4	of	his	PROPN	CCONJ	NUM
and	4	of	his	sons	CCONJ	NUM	ADP
4	of	his	sons	,	NUM	ADP	PRON
of	his	sons	,	by	ADP	PRON	NOUN
his	sons	,	by	gunmen	PRON	NOUN	PUNCT
sons	,	by	gunmen	wearing	NOUN	PUNCT	ADP
,	by	gunmen	wearing	Iraqi	PUNCT	ADP	NOUN
